normalized_query,query_type,reward,risky
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
"insert into help_relation (help_topic_id,help_keyword_id) values (0,0);",INSERT,1,0
